date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:31:26	2565/2565	---M-Z	200	added ('OK')	application/json	date:Fri,%2021%20Jul%202017%2018:31:20%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2F10-classic-bass-lines	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed95e0.json	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:28	2701/2701	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Jul%202017%2018:31:22%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2F10-classic-bass-lines&format=xml	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed9c18	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:29	131676/131676	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Nov%202015%2012:53:55%20GMT	http://www.scottsbasslessons.com/wp-content/uploads/2015/11/Untitled-21.jpg	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-content/uploads/2015/11/Untitled-21.jpg	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:30	23833/23833	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:23%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/introduction	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/introduction.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:32	23979/23979	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:26%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/12601-2	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/12601-2.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:36	24031/24031	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:28%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-2-lady-marmalade-patti-labelle	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-2-lady-marmalade-patti-labelle.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:38	24015/24015	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:31%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-3-chameleon-herbie-hancock	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-3-chameleon-herbie-hancock.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:40	24058/24058	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:34%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-4-another-one-bites-the-dust-queen	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-4-another-one-bites-the-dust-queen.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:42	24026/24026	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:36%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-5-billie-jean-michael-jackson	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-5-billie-jean-michael-jackson.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:45	24004/24004	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:38%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-6-disco-inferno-the-trammps	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-6-disco-inferno-the-trammps.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:47	23949/23949	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:40%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-7-good-times-chic	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-7-good-times-chic.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:50	23986/23986	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:43%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-8-i-wish-stevie-wonder	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-8-i-wish-stevie-wonder.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:52	24020/24020	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:46%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-9-higher-ground-stevie-wonder	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-9-higher-ground-stevie-wonder.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:55	23958/23958	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:48%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-10-runaway-jamiroquai	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/lesson-10-runaway-jamiroquai.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:31:57	23820/23820	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:51%20GMT	http://www.scottsbasslessons.com/courses/10-classic-bass-lines/course-wrap-up	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/10-classic-bass-lines/course-wrap-up.html	(from http://www.scottsbasslessons.com/courses/10-classic-bass-lines)
01:32:00	2563/2563	---M-Z	200	added ('OK')	application/json	date:Fri,%2021%20Jul%202017%2018:31:53%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Fthe-essential-blues-bass-deep-dive	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embede05e.json	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Jul%202017%2018:31:54%20GMT	http://www.scottsbasslessons.com/?p=12938	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/indexa862.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:01	2699/2699	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Jul%202017%2018:31:55%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Fthe-essential-blues-bass-deep-dive&format=xml	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embedc9fb	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:03	23191/23191	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:57%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/introduction	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/introduction.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:06	23310/23310	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:31:59%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-1-mastering-the-shuffle	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-1-mastering-the-shuffle.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:09	23335/23335	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:02%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-2-the-12-bar-blues-progression	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-2-the-12-bar-blues-progression.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:13	23240/23240	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:05%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-3-turnarounds	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-3-turnarounds.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:15	23292/23292	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:08%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-4-bass-line-creation	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-4-bass-line-creation.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:17	23341/23341	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:11%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-5-blues-progression-variations	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-5-blues-progression-variations.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:18	472915/472915	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jan%202016%2018:17:05%20GMT	http://www.scottsbasslessons.com/wp-content/uploads/2016/01/Untitled-3.jpg	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-content/uploads/2016/01/Untitled-3.jpg	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:19	23307/23307	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:13%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-6-intros-and-outros	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-6-intros-and-outros.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:22	23371/23371	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:15%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-7-stops-hits-arranging-spot	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/lesson-7-stops-hits-arranging-spot.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:24	23142/23142	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:17%20GMT	http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/course-wrap-up	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive/course-wrap-up.html	(from http://www.scottsbasslessons.com/courses/the-essential-blues-bass-deep-dive)
01:32:27	2612/2612	---M-Z	200	added ('OK')	application/json	date:Fri,%2021%20Jul%202017%2018:32:20%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Fa-masterclass-in-bass-line-creation-and-rb	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed095b.json	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Jul%202017%2018:32:20%20GMT	http://www.scottsbasslessons.com/?p=9956	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/index752c.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:29	2750/2750	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Jul%202017%2018:32:23%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Fa-masterclass-in-bass-line-creation-and-rb&format=xml	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed0951	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:31	22122/22122	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:25%20GMT	http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/introduction	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/introduction.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:33	50793/50793	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jun%202015%2017:59:26%20GMT	http://www.scottsbasslessons.com/wp-content/uploads/2015/01/faculty-dannymomorris-161x160.png	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-content/uploads/2015/01/faculty-dannymomorris-161x160.png	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:34	22104/22104	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:27%20GMT	http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-1	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-1.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:36	22104/22104	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:30%20GMT	http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-2	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-2.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:38	22104/22104	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:32%20GMT	http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-3	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-3.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:42	22109/22109	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:34%20GMT	http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-4	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/session-4.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:44	22086/22086	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:38%20GMT	http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/final-thoughts	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb/final-thoughts.html	(from http://www.scottsbasslessons.com/courses/a-masterclass-in-bass-line-creation-and-rb)
01:32:45	19458/19458	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Sep%202016%2008:18:34%20GMT	http://www.scottsbasslessons.com/wp-content/uploads/2016/09/Untitled-1-1.jpg	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-content/uploads/2016/09/Untitled-1-1.jpg	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:46	2540/2540	---M-Z	200	added ('OK')	application/json	date:Fri,%2021%20Jul%202017%2018:32:40%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Freading-charts-survival-guide	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed4953.json	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Jul%202017%2018:32:40%20GMT	http://www.scottsbasslessons.com/?p=14895	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/index0d21.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:48	2676/2676	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Jul%202017%2018:32:42%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Freading-charts-survival-guide&format=xml	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed2a3b	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:50	25929/25929	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:44%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/introduction	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/introduction.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:52	26043/26043	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:46%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-1-lead-sheet	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-1-lead-sheet.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:55	26095/26095	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:48%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-2-common-chordal-movements	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-2-common-chordal-movements.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:57	26171/26171	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:50%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-3-introduction-chord-types-terminology	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-3-introduction-chord-types-terminology.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:32:59	26039/26039	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:53%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-4-major-chords	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-4-major-chords.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:01	26042/26042	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:55%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-5-minor-chords	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-5-minor-chords.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:04	26057/26057	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:57%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-6-dominant-chords	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-6-dominant-chords.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:06	26055/26055	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:32:59%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-7-slash-chords	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-7-slash-chords.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:09	26101/26101	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:02%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-8-advisory-substitution-chords	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-8-advisory-substitution-chords.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:11	26039/26039	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:05%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-9-understanding-form	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-9-understanding-form.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:13	26019/26019	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:07%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-10-rehearsal-marks	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-10-rehearsal-marks.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:16	25971/25971	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:09%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-11-pickups	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-11-pickups.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:18	25977/25977	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:12%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-12-repeats	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-12-repeats.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:20	26006/26006	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:14%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-13-solo-sections	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-13-solo-sections.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:22	25992/25992	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:16%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-14-intros	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-14-intros.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:25	26019/26019	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:18%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-15-codas-etc	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-15-codas-etc.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:27	26071/26071	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:20%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-16-chord-movement-analysis	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-16-chord-movement-analysis.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:30	26017/26017	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:23%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-17-tips-tricks	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/lesson-17-tips-tricks.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:33	25896/25896	---M-Z	200	added ('OK')	text/html	date:Fri,%2021%20Jul%202017%2018:33:26%20GMT	http://www.scottsbasslessons.com/courses/reading-charts-survival-guide/course-wrap-up	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/courses/reading-charts-survival-guide/course-wrap-up.html	(from http://www.scottsbasslessons.com/courses/reading-charts-survival-guide)
01:33:34	21945/21945	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Dec%202016%2010:08:05%20GMT	http://www.scottsbasslessons.com/wp-content/uploads/2016/12/beginners-jazz.jpg	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-content/uploads/2016/12/beginners-jazz.jpg	(from http://www.scottsbasslessons.com/courses/beginning-jazz-survival-guide-bassists)
01:33:36	2611/2611	---M-Z	200	added ('OK')	application/json	date:Fri,%2021%20Jul%202017%2018:33:29%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Fbeginning-jazz-survival-guide-bassists	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embedfff0.json	(from http://www.scottsbasslessons.com/courses/beginning-jazz-survival-guide-bassists)
01:33:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Jul%202017%2018:33:29%20GMT	http://www.scottsbasslessons.com/?p=15603	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/index8c83.html	(from http://www.scottsbasslessons.com/courses/beginning-jazz-survival-guide-bassists)
01:33:38	2747/2747	---M-Z	200	added ('OK')	text/xml	date:Fri,%2021%20Jul%202017%2018:33:32%20GMT	http://www.scottsbasslessons.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.scottsbasslessons.com%2Fcourses%2Fbeginning-jazz-survival-guide-bassists&format=xml	C:/Users/LAP11096-local/Desktop/template/lesson/www.scottsbasslessons.com/wp-json/oembed/1.0/embed8c2a	(from http://www.scottsbasslessons.com/courses/beginning-jazz-survival-guide-bassists)
